Name,Manufacturer,Category,Sorted Category,Tags,Sorted Tags,Parent,Model,Series / Collection,Plugin Notes,Workflow Notes,Recording Notes,Form Factor,Format,Version,,,,,,,,,
CLA Unplugged,Waves,"Delay, Dynamics, EQ, Reverb & Room","Delay, Dynamics, EQ, Reverb & Room",Guitar,Guitar,,,Chris Lord-Alge,"acoustic instrument effects chain: (2-band EQ, compression, reverb, delay)",,,Plugin,AU,16.7.33,,,,,,,,,
CLA Vocals,Waves,"EQ, Dynamics, Reverb & Room, Modulation, Pitch, Delay","Delay, Dynamics, EQ, Modulation, Pitch, Reverb & Room",Voice,Voice,,,Chris Lord-Alge,"vocal effects chain: (2-band EQ, compression, reverb, delay, pitch modulation)",,,Plugin,AU,16.7.33,,,,,,,,,
CLA-2A,Waves,Dynamics,Dynamics,Modeled,Modeled,,Teletronix LA-2A,Chris Lord Alge,,Teletronix LA-2A ALT (Tone),,Plugin,AU,16.7.33,,,,,,,,,
CLA-3A,Waves,Dynamics,Dynamics,Modeled,Modeled,,Teletronix LA-3A,Chris Lord Alge,,Teletronix LA-3A ALT (Tone),,Plugin,AU,16.7.33,,,,,,,,,
CLA-76,Waves,Dynamics,Dynamics,Modeled,Modeled,,UREI 1176LN Rev E,Chris Lord Alge,,UREI 1176 LN Rev E ALT (Tone),,Plugin,AU,16.7.33,,,,,,,,,
Clarity Vx,Waves,"Dynamics, EQ","Dynamics, EQ","Restoration, Voice","Restoration, Voice",,,Clarity Vx,"AI Audio Repair (noise reduction, vocal repair)",,,Plugin,AU,16.7.33,,,,,,,,,
Clarity Vx - DeReverb,Waves,Reverb & Room,Reverb & Room,"Restoration, Voice","Restoration, Voice",,,Clarity Vx,AI Audio Repair (reverb removal from voice),,,Plugin,AU,16.7.33,,,,,,,,,
Clarity Vx - DeReverb Pro,Waves,Reverb & Room,Reverb & Room,"Restoration, Voice","Restoration, Voice",,,Clarity Vx,AI Audio Repair (reverb removal from voice) - pro version leads to greater control over parameters,,,Plugin,AU,16.7.33,,,,,,,,,
Clarity Vx Pro,Waves,"Dynamics, EQ","Dynamics, EQ","Restoration, Voice","Restoration, Voice",,,Clarity Vx,"AI Audio Repair (noise reduction, vocal repair) - pro version leads to greater control over parameters",,,Plugin,AU,16.7.33,,,,,,,,,
Curves AQ,Waves,EQ,EQ,,,,,,,,,Plugin,AU,16.7.38,,,,,,,,,
Curves AQ Live,Waves,EQ,EQ,Live Sound,Live Sound,,,,,,,Plugin,AU,16.7.38,,,,,,,,,
Curves Equator,Waves,"EQ, Dynamics","Dynamics, EQ",,,,,,Resonance suppression and frequency unmasking,,,Plugin,AU,16.7.38,,,,,,,,,
Curves Equator Live,Waves,"EQ, Dynamics","Dynamics, EQ",Live Sound,Live Sound,,,,Resonance suppression and frequency unmasking (for Live performances),,,Plugin,AU,16.7.38,,,,,,,,,
Curves Resolve,Waves,EQ,EQ,,,,,,,,,Plugin,AU,16.7.76,,,,,,,,,
Curves Resolve Live,Waves,EQ,EQ,Live Sound,Live Sound,,,,,,,Plugin,AU,16.7.76,,,,,,,,,
dbx-160,Waves,Dynamics,Dynamics,Modeled,Modeled,,dbx 160 VCA Compressor/Limiter,,,dbx 160 ALT (Tone),,Plugin,AU,16.7.33,,,,,,,,,
DeBreath,Waves,"EQ, Dynamics","Dynamics, EQ",Voice,Voice,,,,breath removal and replaced w/ room tone,,,Plugin,AU,16.7.33,,,,,,,,,
DeEsser,Waves,"EQ, Dynamics","Dynamics, EQ",Voice,Voice,,,,De-esser,,,Plugin,AU,16.7.33,,,,,,,,,
Doppler,Waves,Modulation,Modulation,,,,,,emulates Doppler effect,,,Plugin,AU,16.7.33,,,,,,,,,
Doubler 2,Waves,"Modulation, Delay, Harmonic Coloration, Pitch","Delay, Harmonic Coloration, Modulation, Pitch",,,,,,"2-voice harmony creation w/ spatial, delay, pitch and harmonic elements",,,Plugin,AU,16.7.33,,,,,,,,,
Doubler 4,Waves,"Modulation, Delay, Harmonic Coloration, Pitch","Delay, Harmonic Coloration, Modulation, Pitch",,,,,,"4-voice harmony creation w/ spatial, delay, pitch and harmonic elements",,,Plugin,AU,16.7.33,,,,,,,,,
DPR-402,Waves,Dynamics,Dynamics,Modeled,Modeled,,BSS Audio DPR-402,,,,,Plugin,AU,16.7.33,,,,,,,,,
Eddie Kramer BA,Waves,"Dynamics, EQ","Dynamics, EQ",Bass,Bass,,,Eddie Kramer,"bass effects chain (2-band EQ, compression)",,,Plugin,AU,16.7.33,,,,,,,,,
Eddie Kramer DR,Waves,"Dynamics, EQ","Dynamics, EQ",Drums,Drums,,,Eddie Kramer,"drum effects chain (drum presets; 2-band EQ, compression / noise gate, FX send)",,,Plugin,AU,16.7.33,,,,,,,,,
Eddie Kramer FX,Waves,"Delay, Reverb & Room","Delay, Reverb & Room",,,,,Eddie Kramer,"long / short delay, reverb",,,Plugin,AU,16.7.33,,,,,,,,,
Eddie Kramer GT,Waves,"Dynamics, EQ, Delay, Modulation, Reverb & Room","Delay, Dynamics, EQ, Modulation, Reverb & Room",Guitar,Guitar,,,Eddie Kramer,"guitar effects chain (3 channels; compression, 2-band EQ, delay, reverb, flanger, FX Send)",,,Plugin,AU,16.7.33,,,,,,,,,
Eddie Kramer VC,Waves,"EQ, Dynamics, Delay, Reverb & Room","Delay, Dynamics, EQ, Reverb & Room",Voice,Voice,,,Eddie Kramer,"vocal effects chain (vocal presets; 2-band EQ, compression, delay, reverb, FX send)",,,Plugin,AU,16.7.33,,,,,,,,,
EMO-D5,Waves,Dynamics,Dynamics,,,,,,"Gate, Compressor, Leveler, DeEsser, Limiter",,,Plugin,AU,16.7.33,,,,,,,,,
EMO-F2,Waves,EQ,EQ,,,,,,HPF/LPF,,,Plugin,AU,16.7.33,,,,,,,,,
EMO-Q4,Waves,EQ,EQ,,,,,,4-band touch paragraphic EQ,,,Plugin,AU,16.7.33,,,,,,,,,
Enigma,Waves,"Modulation, EQ, Delay, Reverb & Room","Delay, EQ, Modulation, Reverb & Room",,,,,,"Notch ""enigma processor"" 2-12 notches/frequency sweeps; modulation; feedback w/ density (reverb) + delay",,,Plugin,AU,16.7.33,,,,,,,,,
F6,Waves,EQ,EQ,,,,,,6 floating parametric filters with HPF/LPF; compression / gate / expansion per filter band,,,Plugin,AU,16.7.33,,,,,,,,,
Gemstones,Waves,Container,Container,REMOVE,REMOVE,,,,cloud based effects (various),,,Plugin,AU,16.0.23,,,,,,,,,
GEQ Classic,Waves,EQ,EQ,,,,,,EQ w/ proportional Q filters (introduces harmonic artifacts),,,Plugin,AU,16.7.33,,,,,,,,,
GEQ Modern,Waves,EQ,EQ,,,,,,EQ w/ Flat-Top filtes (eliminates arfifacts associated w/ band interaction) clean/transparent,,,Plugin,AU,16.7.33,,,,,,,,,
GTR Amp,Waves,Container,Container,Guitar,Guitar,,,,,,,Plugin,AU,16.7.33,,,,,,,,,
GTR Amp2Cab,Waves,Container,Container,Guitar,Guitar,,,,Lets you use a real amp w/ the GTR amp cab models,,,Plugin,AU,16.7.33,,,,,,,,,
GTR Solo Tool Rack,Waves,Container,Container,Guitar,Guitar,,,,"Up to 4 Stomps, 1Amp and the Tuner at any given time",,,"Plugin, Standalone",AU,16.7.33,,,,,,,,,
GTR Stomp 2,Waves,Container,Container,Guitar,Guitar,,,,Virtual Pedalboard Plugin that can host up to 2 stomp effects,,,Plugin,AU,16.7.33,,,,,,,,,
GTR Stomp 4,Waves,Container,Container,Guitar,Guitar,,,,Virtual Pedalboard Plugin that can host up to 4 stomp effects,,,Plugin,AU,16.7.33,,,,,,,,,
GTR Stomp 6,Waves,Container,Container,Guitar,Guitar,,,,Virtual Pedalboard Plugin that can host up to 6 stomp effects,,,Plugin,AU,16.7.33,,,,,,,,,
GTR Tool Rack,Waves,Container,Container,Guitar,Guitar,,,,"Up to 6 Stomps, 2 Amps and the Tuner at any given time [ Uses any of the GTR amps, cabs, mics or stompbox ]",,,"Plugin, Standalone",AU,16.7.33,,,,,,,,,
GW MixCentric,Waves,"Dynamics, Harmonic Coloration","Dynamics, Harmonic Coloration",,,,,Greg Wells,2-bus compression + distortion; (NOTE: w/ a peak limiter this could be a mastering finalizer),,,Plugin,AU,16.7.33,,,,,,,,,
GW PianoCentric,Waves,"Delay, Spatial Imaging, Modulation","Delay, Modulation, Spatial Imaging",,,,,Greg Wells,"piano-focused effects chain (delay, doubler)",,,Plugin,AU,16.7.33,,,,,,,,,
GW ToneCentric,Waves,Harmonic Coloration,Harmonic Coloration,,,,,Greg Wells,analog tube warmth emulation,,,Plugin,AU,16.7.33,,,,,,,,,
GW VoiceCentric,Waves,"Delay, Spatial Imaging, Modulation, Reverb & Room","Delay, Modulation, Reverb & Room, Spatial Imaging",Voice,Voice,,,Greg Wells,"vocal-focused effects chain (delay, doubler, reverb)",,,Plugin,AU,16.7.33,,,,,,,,,
H-Comp,Waves,Dynamics,Dynamics,,,,,,"Hybrid Compressor (mixed model of transformers, tubes and transistors)",,,Plugin,AU,16.7.33,,,,,,,,,
H-Delay,Waves,"Delay, EQ, Modulation","Delay, EQ, Modulation",,,,,,"Hybrid Delay (slap-back, ping-pong, filtering, flanging, phasing etc.)",,,Plugin,AU,16.7.33,,,,,,,,,
H-EQ,Waves,EQ,EQ,,,,,,"Hybrid EQ w/ various filter types per band, Spectrum Analyzer",,,Plugin,AU,16.7.33,,,,,,,,,
H-EQ-Light,Waves,EQ,EQ,,,,,,"Hybrid EQ w/ various filter types per band, (no Analog or Spectrum Analyzer)",,,Plugin,AU,16.7.33,,,,,,,,,
H-Reverb,Waves,"Reverb & Room, Dynamics, EQ, Modulation","Dynamics, EQ, Modulation, Reverb & Room",,,,,,"Hybrid FIR (Finite Infinite Response) Reverb - These are fixed response in comparison to IIR.(Infinite) Includes Compression, Ducking, DEEssing, Chorus and Flanging -- up to 6 seconds of reverb time",,,Plugin,AU,16.7.33,,,,,,,,,
H-Reverb long,Waves,"Reverb & Room, Dynamics, EQ, Modulation","Dynamics, EQ, Modulation, Reverb & Room",,,,,,"Hybrid FIR (Finite Infinite Response) Reverb - These are fixed response in comparison to IIR.(Infinite) Includes Compression, Ducking, DEEssing, Chorus and Flanging -- up to 12 seconds of reverb time",,,Plugin,AU,16.7.33,,,,,,,,,
Harmony,Waves,Pitch,Pitch,Voice,Voice,,,,up to 8 channels of vocal harmonization,,,Plugin,AU,16.7.33,,,,,,,,,
IDX Intelligent Dynamics,Waves,"Dynamics, EQ","Dynamics, EQ",,,,,,frequency-dependent compressor,,,Plugin,AU,16.7.33,,,,,,,,,
IDX Live Intelligent Dynamics,Waves,"Dynamics, EQ","Dynamics, EQ","Live Sound, REMOVE","Live Sound, REMOVE",,,,frequency-dependent compressor,,,Plugin,AU,16.7.33,,,,,,,,,
IM Pusher,Waves,"Dynamics, Harmonic Coloration","Dynamics, Harmonic Coloration",Mastering,Mastering,,,,limiter / loudness management w/ some harmonic excitement / enhancement,,,Plugin,AU,16.7.33,,,,,,,,,
InPhase,Waves,"Delay, EQ, Time / Phase","Delay, EQ, Time / Phase",,,,,,"phase correction, delay w/ EQ",Backup Phase correction to iZotope Neutron Phase,,Plugin,AU,16.7.33,,,,,,,,,
InPhase Live,Waves,"Delay, EQ, Time / Phase","Delay, EQ, Time / Phase","Live Sound, REMOVE","Live Sound, REMOVE",,,,"phase correction, delay w/ EQ",,,Plugin,AU,16.7.33,,,,,,,,,
InPhase LT,Waves,Time / Phase,Time / Phase,LOW DSP,LOW DSP,,,,phase correction,Backup Phase correction to iZotope Neutron Phase,,Plugin,AU,16.7.33,,,,,,,,,
InPhase LT Live,Waves,Time / Phase,Time / Phase,"Live Sound, LOW DSP, REMOVE","Live Sound, LOW DSP, REMOVE",,,,phase correction,,,Plugin,AU,16.7.33,,,,,,,,,
IR1,Waves,Reverb & Room,Reverb & Room,,,,,,Convolution Reverb Processor,,,Plugin,AU,16.7.33,,,,,,,,,
IR1 efficient,Waves,Reverb & Room,Reverb & Room,,,,,,"2 convolutions (left in to left out, right in to right out)",,,Plugin,AU,16.7.33,,,,,,,,,
IR1 full,Waves,Reverb & Room,Reverb & Room,,,,,,"4 convolutions (left input to stereo, right input to stereo)",,,Plugin,AU,16.7.33,,,,,,,,,
IR360 discrete,Waves,Reverb & Room,Reverb & Room,Surround,Surround,,,,,,,Plugin,AU,16.7.33,,,,,,,,,
IR360 eff discrete,Waves,Reverb & Room,Reverb & Room,Surround,Surround,,,,,,,Plugin,AU,16.7.33,,,,,,,,,
IR360 eff s.field,Waves,Reverb & Room,Reverb & Room,Surround,Surround,,,,,,,Plugin,AU,16.7.33,,,,,,,,,
IR360 sound field,Waves,Reverb & Room,Reverb & Room,Surround,Surround,,,,,,,Plugin,AU,16.7.33,,,,,,,,,
IRLive,Waves,Reverb & Room,Reverb & Room,"Live Sound, REMOVE","Live Sound, REMOVE",,,,,,,Plugin,AU,16.7.33,,,,,,,,,
JJP Bass,Waves,"EQ, Dynamics","Dynamics, EQ",Bass,Bass,,,Jack Joseph Puig,"Bass presets, 2-band EQ, compression",,,Plugin,AU,16.7.33,,,,,,,,,
JJP Cymbals and Percussion,Waves,"EQ, Dynamics","Dynamics, EQ",Drums,Drums,,,Jack Joseph Puig,"Drum / Source presets, 2-band EQ, compression (Cymbals / Overhead)",,,Plugin,AU,16.7.33,,,,,,,,,
JJP Drums,Waves,"EQ, Dynamics","Dynamics, EQ",Drums,Drums,,,Jack Joseph Puig,"Drum / Source presets, 2-band EQ, compression (Kick, Snare, Toms)",,,Plugin,AU,16.7.33,,,,,,,,,
JJP Guitars,Waves,"EQ, Dynamics, Harmonic Coloration, Delay, Reverb & Room","Delay, Dynamics, EQ, Harmonic Coloration, Reverb & Room",Guitar,Guitar,,,Jack Joseph Puig,"4 guitar presets, 2-band EQ, compression, distortion, delay, reverb",,,Plugin,AU,16.7.33,,,,,,,,,
JJP Strings Keys,Waves,"EQ, Dynamics, Harmonic Coloration, Delay, Reverb & Room","Delay, Dynamics, EQ, Harmonic Coloration, Reverb & Room",,,,,Jack Joseph Puig,"Effects Chain for synth, low strings, high strings or piano; 2-band EQ, compression, distortion, delay, reverb",,,Plugin,AU,16.7.33,,,,,,,,,
JJP Vocals,Waves,"EQ, Dynamics, Reverb & Room","Dynamics, EQ, Reverb & Room",Voice,Voice,,,Jack Joseph Puig,"3 vocals presets, 2-band EQ, de-esser, compressor, reverb",,,Plugin,AU,16.7.33,,,,,,,,,
Kaleidoscopes,Waves,"Modulation, EQ","EQ, Modulation",,,,,,"Dual modulation effects engines (parallel or sequence). Phase, amplitude modulations. HPF, LPF",,,Plugin,AU,16.7.33,,,,,,,,,
Kramer HLS,Waves,"EQ, Preamps","EQ, Preamps","Channel Strip, Modeled","Channel Strip, Modeled",,Helios Type 69,,,Helios Type 69 DNU,,Plugin,AU,16.7.33,,,,,,,,,
Kramer PIE,Waves,Dynamics,Dynamics,Modeled,Modeled,,Pye 5060 Compressor,,,,,Plugin,AU,16.7.33,,,,,,,,,
Kramer Tape,Waves,Harmonic Coloration,Harmonic Coloration,"Mastering, Modeled","Mastering, Modeled",,Ampex 350,,,,,Plugin,AU,16.7.33,,,,,,,,,
L1 Limiter,Waves,Dynamics,Dynamics,Deprecated,Deprecated,,,,Wideband Limiter,Deprecated by L2,,Plugin,AU,16.7.33,,,,,,,,,
L1+ Ultramaximizer,Waves,Dynamics,Dynamics,"Mastering, Deprecated","Deprecated, Mastering",,,,"Mastering toolkit w/ peal limiter, level maximizer, high-performance re-quantizer based on Michael Gerzon's IDR (Inreased Digital Resolution) noise-shaped re-dithering process. 24-bit",Deprecated by L2,,Plugin,AU,16.7.33,,,,,,,,,
L3 MultiMaximizer,Waves,"Dynamics, EQ","Dynamics, EQ","Mastering, Deprecated","Deprecated, Mastering",,,,5-band peak limiter for finalizing (i.e. after the master fader and not before other plugins). Provides full manual parametric control over per band Gain (corrective EQ),Deprecated by L3-LL,,Plugin,AU,16.7.33,,,,,,,,,
L3 UltraMaximizer,Waves,"Dynamics, EQ","Dynamics, EQ","Mastering, Deprecated","Deprecated, Mastering",,,,5-band peak limiter for finalizing (i.e. after the master fader and not before other plugins). - level optimization is AUTOMATED,Deprecated by L3-LL,,Plugin,AU,16.7.33,,,,,,,,,
L360,Waves,Dynamics,Dynamics,"Mastering, Surround, REMOVE","Mastering, REMOVE, Surround",,,,,,,Plugin,AU,16.7.33,,,,,,,,,
L4 Ultramaximizer,Waves,Dynamics,Dynamics,Mastering,Mastering,,,,,,,Plugin,AU,16.7.33,,,,,,,,,
LinEQ Broadband,Waves,EQ,EQ,,,,,,6-band Linear Phase EQ,,,Plugin,AU,16.7.33,,,,,,,,,
LinEQ Lowband,Waves,EQ,EQ,,,,,,3-Band Linear Phase EQ (Low frequencies),,,Plugin,AU,16.7.33,,,,,,,,,
LinMB,Waves,"Dynamics, EQ","Dynamics, EQ",,,,,,5-band Linear-Phase Compressor,,,Plugin,AU,16.7.33,,,,,,,,,
LoAir,Waves,EQ,EQ,,,,,,subharmonic low-pass filter,,,Plugin,AU,16.7.33,,,,,,,,,
Lofi Space,Waves,"Reverb & Room, Delay","Delay, Reverb & Room",,,,,,LoFi reverb (Spring or plate) and delay,,,Plugin,AU,16.7.33,,,,,,,,,
Magma BB Tubes,Waves,Harmonic Coloration,Harmonic Coloration,,,,,,"Analog Tube Saturation, ""Beauty and the Beast""",,,Plugin,AU,16.7.33,,,,,,,,,
Magma Channel Strip,Waves,"EQ, Dynamics, Harmonic Coloration, Preamps","Dynamics, EQ, Harmonic Coloration, Preamps",Channel Strip,Channel Strip,,,,"EQ, expander/gate, compressor, w/ tube saturation",,,Plugin,AU,16.7.33,,,,,,,,,
Magma Lil Tube,Waves,Harmonic Coloration,Harmonic Coloration,,,,,,"Analog Tube Saturation, (first preset on channel)",,,Plugin,AU,16.7.33,,,,,,,,,
Magma Springs,Waves,Reverb & Room,Reverb & Room,,,,,,Spring reverb,,,Plugin,AU,16.7.33,,,,,,,,,
Magma Stressbox,Waves,Dynamics,Dynamics,,,,,,,,,Plugin,AU,16.7.33,,,,,,,,,
MannyM Delay,Waves,"Delay, Modulation, Harmonic Coloration, Pitch, Reverb & Room","Delay, Harmonic Coloration, Modulation, Pitch, Reverb & Room",,,,,Manny Marroquin,"delay, phaser, reverb, distortion, harmonizer",,,Plugin,AU,16.7.33,,,,,,,,,
MannyM Distortion,Waves,Harmonic Coloration,Harmonic Coloration,,,,,Manny Marroquin,layered distortion,,,Plugin,AU,16.7.33,,,,,,,,,
MannyM EQ,Waves,EQ,EQ,,,,,Manny Marroquin,4-Band EQ w/ cutoffs inspired by different hardware units,,,Plugin,AU,16.7.33,,,,,,,,,
MannyM Reverb,Waves,"Reverb & Room, EQ, Dynamics, Modulation, Harmonic Coloration","Dynamics, EQ, Harmonic Coloration, Modulation, Reverb & Room",,,,,Manny Marroquin,"18 of Manny's favorite reverbs w/ additional controls for EQ, compression, phasing and distortion",,,Plugin,AU,16.7.33,,,,,,,,,
MannyM ToneShaper,Waves,"EQ, Dynamics, Harmonic Coloration","Dynamics, EQ, Harmonic Coloration",,,,,Manny Marroquin,4-band compressor w/ additional EQ and harmonic distortion,,,Plugin,AU,16.7.33,,,,,,,,,
MannyM TripleD,Waves,"Dynamics, EQ","Dynamics, EQ",,,,,Manny Marroquin,"De-Esser, De-Harsher, De-Boxy",,,Plugin,AU,16.7.33,,,,,,,,,
Maserati ACG,Waves,"Delay, EQ, Harmonic Coloration","Delay, EQ, Harmonic Coloration",Guitar,Guitar,,,Tony Maserati,"Acoustic guitar chain. (presets, 2-band EQ, delay, harmonic distortion)",,,Plugin,AU,16.7.33,,,,,,,,,
Maserati B72,Waves,"EQ, Harmonic Coloration","EQ, Harmonic Coloration",Bass,Bass,,,Tony Maserati,"bass chain. (presets, 2-band EQ, harmonic distortion)",,,Plugin,AU,16.7.33,,,,,,,,,
Maserati DRM,Waves,"Dynamics, EQ","Dynamics, EQ",Drums,Drums,,,Tony Maserati,"drum chain. (presets, 2-band EQ, transient shaping)",,,Plugin,AU,16.7.33,,,,,,,,,
Maserati GRP,Waves,"Dynamics, EQ","Dynamics, EQ","Channel Strip, Guitar","Channel Strip, Guitar",,,Tony Maserati,"effects chain. (presets, 3-band EQ, compression)",,,Plugin,AU,16.7.33,,,,,,,,,
Maserati GTI,Waves,"Harmonic Coloration, Dynamics, Modulation, Delay","Delay, Dynamics, Harmonic Coloration, Modulation",Guitar,Guitar,,,Tony Maserati,"guitar chain. (presets, distortion, compression, chorus, delay, vibrato, flanger)",,,Plugin,AU,16.7.33,,,,,,,,,
Maserati HMX,Waves,Harmonic Coloration,Harmonic Coloration,,,,,Tony Maserati,"keys and strings chain. (presets, harmonic generation )",,,Plugin,AU,16.7.33,,,,,,,,,
Maserati VX1,Waves,"EQ, Dynamics, Delay, Reverb & Room","Delay, Dynamics, EQ, Reverb & Room",Voice,Voice,,,Tony Maserati,"vocal chain (presets, 2-Band EQ, compression, delay, reverb)",,,Plugin,AU,16.7.33,,,,,,,,,
MaxxBass,Waves,"Dynamics, EQ","Dynamics, EQ",,,,,,psychoacoustic subharmonic enhancer,,,Plugin,AU,16.7.33,,,,,,,,,
MaxxVolume,Waves,Dynamics,Dynamics,,,,,,"Low level and high level compression, gate and leveler (AGC Auto Gain Control)",,,Plugin,AU,16.7.33,,,,,,,,,
MDMX Fuzz,Waves,Harmonic Coloration,Harmonic Coloration,"Guitar, Stomp","Guitar, Stomp",,,,Analog octave distortion generation; fixed ratio compression w/ gain riding; 4-band EQ,,,Plugin,AU,16.7.33,,,,,,,,,
MDMX Screamer,Waves,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp, REMOVE","Guitar, Modeled, REMOVE, Stomp",,Ibanez TS808 (Tube Screamer),,,Ibanez TS808 DNU,,Plugin,AU,16.7.33,,,,,,,,,
MetaFilter,Waves,"EQ, Modulation, Delay","Delay, EQ, Modulation",,,,,,"Delay, LFO, Filter / Feedback",,,Plugin,AU,16.7.33,,,,,,,,,
MetaFlanger,Waves,"Modulation, Delay, EQ","Delay, EQ, Modulation",,,,,,"Flanger, Chorus, Delay, Filters w/ feedback",,,Plugin,AU,16.7.33,,,,,,,,,
MondoMod,Waves,"Modulation, Spatial Imaging","Modulation, Spatial Imaging",,,,,,"AM (Amplitude Modulation / Tremolo), FM (Frequency Modulation / vibrato) and Rotation / Panning",,,Plugin,AU,16.7.33,,,,,,,,,
Morphoder,Waves,"Pitch, EQ","EQ, Pitch",,,,,,Vocoder designed to be used w/ any source. Uses EQ.,,,Plugin,AU,16.7.33,,,,,,,,,
MultiMod Rack,Waves,Container,Container,,,,,,"Intended to create an effects chain of existing distortion/modulation plugins. [ MDMX Fuxx, Overdrive, Screamer, Bezerk, et al. ]",,,Plugin,AU,16.7.33,,,,,,,,,
MV2,Waves,Dynamics,Dynamics,,,,,,Low level and high level compression w/ automatic dither.,,,Plugin,AU,16.7.33,,,,,,,,,
MV360,Waves,Dynamics,Dynamics,"Surround, REMOVE","REMOVE, Surround",,,,,,,Plugin,AU,16.7.33,,,,,,,,,
NLS Buss,Waves,Harmonic Coloration,Harmonic Coloration,Modeled,Modeled,,"EMI TG12345 Console
Neve 5116
SSL 4000G Channel Strip",,"Mix Bus
Spike Stent SSL 4000G; Mike Hedge EMI TG12345 Mk IV; Yoad Nevo's customized Neve 5116","EMI TG12345 TOP
Neve 5116 TOP 
SSL 4000G Channel TOP",,Plugin,AU,16.7.33,,,,,,,,,
NLS Channel,Waves,Harmonic Coloration,Harmonic Coloration,"Channel Strip, Modeled","Channel Strip, Modeled",,"EMI TG12345 Console
Neve 5116
SSL 4000G Channel Strip",,"Channel Strip
Spike Stent SSL 4000G; Mike Hedge EMI TG12345 Mk IV; Yoad Nevo's customized Neve 5116","EMI TG12345 TOP
Neve 5116 TOP 
SSL 4000G Channel TOP",,Plugin,AU,16.7.33,,,,,,,,,
NS1,Waves,Dynamics,Dynamics,,,,,,Noise Suppression / Reduction,,,Plugin,AU,16.7.33,,,,,,,,,
OneKnob Brighter,Waves,EQ,EQ,,,,,OneKnob,adds brightness from mid-range and up.,,,Plugin,AU,16.7.33,,,,,,,,,
OneKnob Driver,Waves,Harmonic Coloration,Harmonic Coloration,,,,,OneKnob,analog overdrive / distortion,,,Plugin,AU,16.7.33,,,,,,,,,
OneKnob Filter,Waves,"EQ, Modulation","EQ, Modulation",,,,,OneKnob,"creative effect for mixes, loops, analog synths. controls filter sweep",,,Plugin,AU,16.7.33,,,,,,,,,
OneKnob Louder,Waves,"Dynamics, EQ","Dynamics, EQ",,,,,OneKnob,peak limiting and low-level compression w/ automatic makeup,,,Plugin,AU,16.7.33,,,,,,,,,
OneKnob Phatter,Waves,"Dynamics, EQ","Dynamics, EQ",,,,,OneKnob,"bass booster, analog low shelf filter",,,Plugin,AU,16.7.33,,,,,,,,,
OneKnob Pumper,Waves,Dynamics,Dynamics,,,,,OneKnob,instant ducking effect (avoid sidechain compression),,,Plugin,AU,16.7.33,,,,,,,,,
OneKnob Wetter,Waves,Reverb & Room,Reverb & Room,,,,,OneKnob,adds spatial ambience,,,Plugin,AU,16.7.33,,,,,,,,,
OVox,Waves,"Pitch, Time / Phase, Spatial Imaging, EQ, Dynamics, Modulation","Dynamics, EQ, Modulation, Pitch, Spatial Imaging, Time / Phase",Voice,Voice,,,,"Vocoder w/ pitch correction, doubling,harmonization w/ EQ, Gate, Compression, Modulation",,,"Plugin, Standalone",AU,16.7.33,,,,,,,,,
PRS Archon,Waves,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",,PRS Archon 100,,100W,PRS Archon 100 TOP,,"Plugin, Standalone",AU,16.7.33,,,,,,,,,
PRS Dallas,Waves,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",,PRS Dallas,,50W,,,"Plugin, Standalone",AU,16.7.33,,,,,,,,,
PRS V9,Waves,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",,PRS Blue Sierra / V9,,,,,"Plugin, Standalone",AU,16.7.33,,,,,,,,,
PS22 Split,Waves,Spatial Imaging,Spatial Imaging,,,,,,splits sounds across stereo stage,,,Plugin,AU,16.7.33,,,,,,,,,
PS22 Spread,Waves,Spatial Imaging,Spatial Imaging,,,,,,smoothes stereo imaging across stereo stage,,,Plugin,AU,16.7.33,,,,,,,,,
PS22 XSplit,Waves,Modulation,Modulation,,,,,,,,,Plugin,AU,16.7.33,,,,,,,,,
PSE (Primary Source Expander) ,Waves,Dynamics,Dynamics,Live Sound,Live Sound,,,,reduces stage bleed and sensitivity to feedback when a mic is idle by automatically lowering mic levels between musrical phrases — designed for mixing shows and live recordings.,,,Plugin,AU,16.7.33,,,,,,,,,
PuigChild 660,Waves,Dynamics,Dynamics,Modeled,Modeled,,Fairchild 660 Compressor,Jack Puig,modeled after specific unit; likely customized,Fairchild 660 ALT (Tone) ,,Plugin,AU,16.7.33,,,,,,,,,
PuigTec EQP1A,Waves,EQ,EQ,Modeled,Modeled,,Pultec EQP-1A,Jack Puig,modeled after specific unit; likely customized,Pultec EQP-1A TOP,,Plugin,AU,16.7.33,,,,,,,,,
PuigTec MEQ5,Waves,EQ,EQ,Modeled,Modeled,,Pultec MEQ-5 Mid-Range EQ,Jack Puig,modeled after specific unit; likely customized,Pultec MEQ-5 Mid-Range EQ TOP,,Plugin,AU,16.7.33,,,,,,,,,
Q-Clone,Waves,EQ,EQ,,,,,,captures EQ curve of a single mono analog EQ and uses it to process 1or more tracks - CLONE (See Q-Capture),,,Plugin,AU,16.7.33,,,,,,,,,
Q1,Waves,EQ,EQ,,,,,,Single band paragraphic EQ,,,Plugin,AU,16.7.33,,,,,,,,,
