Name,Manufacturer,Category,Sorted Category,Tags,Sorted Tags,Parent,Model,Series / Collection,Plugin Notes,Workflow Notes,Recording Notes,Form Factor,Format,Version,,,,,,,,,
Saturn 2,FabFilter,Harmonic Coloration,Harmonic Coloration,Mastering,Mastering,,,,multiband distortion/saturation.,,,Plugin,"AU, VST3",2.11,,,,,,,,,
Simplon,FabFilter,Modulation,Modulation,,,,,,2 lightweight multimode filters (simplified version of Volcano),,,Plugin,"AU, VST3",1.40,,,,,,,,,
Timeless 3,FabFilter,Delay,Delay,,,,,,"2 lines of tape delay (w/ saturation, dynamics, pitch shifting and modulation)",,,Plugin,"AU, VST3",3.08,,,,,,,,,
Volcano 3,FabFilter,Modulation,Modulation,,,,,,"4 classic, non-linear, self-oscillating filters (of 8 different shapes) ; 11 different filter styles (distortion / saturation); 5 modulation sources (XLFO, Envelope Generator or Follower, MIDI, manual) can modulate any param; delay",,,Plugin,"AU, VST3",3.07,,,,,,,,,
MicroFX Refiner,Heavyocity,"Dynamics, EQ, Harmonic Coloration","Dynamics, EQ, Harmonic Coloration",Mastering,Mastering,,,,"combines multiple processing tools, including EQ, clipping, compression, saturation, stereo imaging, and limiting, into a streamlined interface.",,,Plugin,"AU, VST3",1.0.0,,,,,,,,,
Filter Formant,IK Multimedia,Modulation,Modulation,,,"Amplitube, MixBox",,Amplitube Collection,,, generates the resonances of the human vocal tract for vocal-like timbres.,,,,,,,,,,,,
"Vintage & Lo-Fi
Low End Chrome (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Ampeg G-15 Gemini II ,"Premium Tone Model
Low End Chrome
Vintage & Lo-FI",,Ampeg G-15 Gemini II ALT (Tone),"""Mascis Drive""; Dinosaur Jr. sound. It's a specific unit mod",,,,,,,,,,,,
EQual,IK Multimedia,EQ,EQ,,,,,"T-Racks
Verve Analog Machines","10 band parametric EQ (various shapes and filters, including emulated/inspired curves)",,"[ API 550A; API 550B; API560; GML Model 8200; Manley Massive Passive, Neve 1073, Neve 1081; Pultec EQP-1A, SSL EQ242]",Plugin,"AU, VST3",6.3.0,,,,,,,,,
CSR Inverse,IK Multimedia,Reverb & Room,Reverb & Room,,,,,"Classik Studio Reverb
T-Racks",Inverse reverb,,"80s snare drum. Drums and percussion, creative effect for vocals",Plugin,"AU, VST3",6.3.0,,,,,,,,,
JCM Slash,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Marshall JCM 25/50 2555 Silver Jubilee,,(high-gain),Marshall 2555 Silver Jubilee TOP,Based on 1987 Silver Jubilee that Slash preferred,,,,,,,,,,,,
Sunset Plates,IK Multimedia,Reverb & Room,Reverb & Room,Modeled,Modeled,MixBox,"Sunset Sound Studios Hollywood, CA",Sunset Studios,,,Based on Plate Reverbs 1 and 2 from Sunset Sound Studios. Two different plate reverb models switchable within the module.,,,,,,,,,,,,
Sunset Chamber,IK Multimedia,Reverb & Room,Reverb & Room,Modeled,Modeled,MixBox,"Sunset Sound Studios Hollywood, CA",Sunset Studios,,,Based on the chamber reverb located in Studio 1 of Sunset Sound Studios. A chamber style reverb with strong ambience and generous reverberation times.,,,,,,,,,,,,
Sunset ISO Booth,IK Multimedia,Reverb & Room,Reverb & Room,Modeled,Modeled,MixBox,"Sunset Sound Studios Hollywood, CA",Sunset Studios,,,Based on the ISO Booth of Studio 1 of Sunset Sound Studios. Instant ambiance with shorter decay times.,,,,,,,,,,,,
Sunset Live Room,IK Multimedia,Reverb & Room,Reverb & Room,Modeled,Modeled,MixBox,"Sunset Sound Studios Hollywood, CA",Sunset Studios,,,Based on the Live Room of Studio 1 of Sunset Sound Studios. A room reverberation sound for realistic ambience.,,,,,,,,,,,,
Sunset Spring,IK Multimedia,Reverb & Room,Reverb & Room,Modeled,Modeled,MixBox,"Sunset Sound Studios Hollywood, CA",Sunset Studios,,,Based on the Spring Reverb unit in Sunset Sound Studios. Spring reverbs create an artificial reverb by connecting a transducer and pickup on either end of a mechanical spring.,,,,,,,,,,,,
CSR Plate,IK Multimedia,Reverb & Room,Reverb & Room,,,,,"Classik Studio Reverb
T-Racks",Plate reverb,,"bright, slightly metallic. Vocals and Drums",Plugin,"AU, VST3",6.3.0,,,,,,,,,
Reverb Delay,IK Multimedia,"Delay, Reverb & Room","Delay, Reverb & Room",,,MixBox,,,,,Combined reverb w/ delay mixed in for a spacious effect,,,,,,,,,,,,
Lurssen Mastering Console,IK Multimedia,"Dynamics, EQ, Preamps, Container","Container, Dynamics, EQ, Preamps","Mastering, Voice","Mastering, Voice",,,Lurssen Mastering,"[Gavin Lurssen, Reuben Cohen, Lurssen Mastering in Los Angeles] Mastering chain tool; 5-band EQ, Solid State EQ, tube limiter, solid state de-esser, solid state compressor, output limiter","Primary Mastering is WaveLab and Ozone, but Lurssen can be a third option for specific tonal color","Gavin Lurssen's tonal color includes Elton John, Queens of the Stone Age, Lynyrd Skynyrd, Snoop Dog, Bruno Mars and AV (Oppenheimer, Iron Man, Despicable Me, Up, Game of Thrones, Mandalorian). ","Plugin, Standalone","AU, VST3",1.2.0,,,,,,,,,
Filter-O,IK Multimedia,Modulation,Modulation,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp","Amplitube, MixBox",Oberheim VCF-200,Amplitube Collection,,,models the sound of the iconic Oberheim state variable filter (Oberheim SEM),,,,,,,,,,,,
CSR Room,IK Multimedia,Reverb & Room,Reverb & Room,,,,,"Classik Studio Reverb
T-Racks",Small/Medium sized room. ,,"More intimate than hall. Drums, Guitar, occasionally vocals",Plugin,"AU, VST3",6.3.0,,,,,,,,,
CSR Hall,IK Multimedia,Reverb & Room,Reverb & Room,,,,,"Classik Studio Reverb
T-Racks",Hall reverb ,,"Simulates large acoustic spaces. ""vocal reverb"". ",Plugin,"AU, VST3",6.3.0,,,,,,,,,
2x12 BM 30 Blue,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Vox AC30,Brian May Collection,2x12 CAB Celestion Blue,Vox AC30 (CAB) ALT (Tone),Triple Cabinets (3 AC30 cabs in a wet-dry-wet configuration),,,,,,,,,,,,
2x12 BM 30 H70,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Vox AC30,Brian May Collection,2x12 CAB Celestion G12H Anniversary,Vox AC30 (CAB) ALT (Tone),Triple Cabinets (3 AC30 cabs in a wet-dry-wet configuration),,,,,,,,,,,,
BM 30,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Vox AC30,Brian May Collection,(crunch),Vox AC30 ALT (Tone),Triple Cabinets (3 AC30 cabs in a wet-dry-wet configuration),,,,,,,,,,,,
Signature Collections Vol 1.,IK Multimedia,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",TONEX,Westminster Effects 1689 V2,"Premium Tone Model
Signature Collections Vol. 1",,,Used as a Booster,,,,,,,,,,,,
10 Band Graphic,IK Multimedia,EQ,EQ,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Amplitube,MXR Ten Band EQ,Amplitube Collection,,MXR Ten Band EQ ALT (Tone),,,,,,,,,,,,,
"122
122A",IK Multimedia,"Amp & Cab, Modulation","Amp & Cab, Modulation",Modeled,Modeled,Amplitube,Leslie 122,Leslie Collection,(clean),"Leslie 122 ALT (Tone)
Embedded in Amplitube",,,,,,,,,,,,,
147,IK Multimedia,"Amp & Cab, Modulation","Amp & Cab, Modulation",Modeled,Modeled,Amplitube,Leslie 147,Leslie Collection,(clean),"Leslie 147 ALT (Tone)
Embedded in Amplitube",,,,,,,,,,,,,
1x12 57 Custom Deluxe,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Fender '57 Custom Deluxe,Fender Collection,1x12 CAB,,,,,,,,,,,,,,
1x12 California Tweed,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Mesa/Boogie 1x12 California Tweed 23,Mesa/Boogie Collection,1x12 CAB,,,,,,,,,,,,,,
1x12 Combo,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Marshall Valvestate VS100,Amplitube Collection,1x12 CAB,,,,,,,,,,,,,,
1x12 Mark III,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Mesa/Boogie Mark III,Mesa/Boogie Collection,1x12 CAB,Mesa/Boogie Mark III (CAB) TOP,,,,,,,,,,,,,
1x12 Mark IV,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Mesa/Boogie Mark IV A,,1x12 CAB,Mesa/Boogie Mark IV A (CAB) ALT (Tone),,,,,,,,,,,,,
1x12 MAZ 18 Jr.,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Dr. Z Maz 18 Jr.,Dr. Z Collection,1x12 CAB,,,,,,,,,,,,,,
1x12 MB 150 S,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Gallien-Krueger MB150S,Galien Krueger Collection,1x12 CAB,,,,,,,,,,,,,,
1x12 MB II,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Mesa/Boogie Mark IIC+,Amplitube Collection,1x12 CAB,,,,,,,,,,,,,,
1x12 MB III,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Mesa/Boogie Mark III,Amplitube Collection,1x12 CAB,Mesa/Boogie Mark III (CAB) TOP,,,,,,,,,,,,,
1x12 Open Modern,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,VHT Pittbull 5012,Amplitube Collection,1x12 CAB (Combo),,,,,,,,,,,,,,
1x12 Open Vintage,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Celestion Blue,Amplitube Collection,1x12 CAB,,,,,,,,,,,,,,
1x12 PPC 112,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Orange PPC112,Orange Collection,1x12 CAB,,,,,,,,,,,,,,
1x12 Tiny Terror,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Orange Tiny Terror,Orange Collection,1x12 CAB,,,,,,,,,,,,,,
1x15 53 Bassman,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Fender '53 Bassman,Fender Collection,1x15 CAB,,,,,,,,,,,,,,
1x15 57 Custom Pro-Amp,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Fender '57 Custom Pro-Amp,Fender Collection,1x15 CAB,,,,,,,,,,,,,,
1x15 Bass Vintage,IK Multimedia,Amp & Cab,Amp & Cab,"Bass, Modeled","Bass, Modeled",Amplitube,Ampeg B-15,Amplitube Collection,1x15 CAB,,,,,,,,,,,,,,
1x15 OBC 115,IK Multimedia,Amp & Cab,Amp & Cab,"Bass, Modeled","Bass, Modeled",Amplitube,Orange OBC115,Orange Collection,1x15 CAB,,,,,,,,,,,,,,
1x18 Horn Bass,IK Multimedia,Amp & Cab,Amp & Cab,"Bass, Modeled","Bass, Modeled",Amplitube,Acoustic 301,Amplitube Collection,1x18 CAB,Acoustic 301 TOP,,,,,,,,,,,,,
1x6 BM DK,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,ELAC 6RM/202,Brian May Collection,1x6 CAB,,,,,,,,,,,,,,
1x8 57 Custom Champ,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Fender '57 Custom Champ,Fender Collection,1x8 CAB,,,,,,,,,,,,,,
2x12 57 Custom Twin-Amp,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Fender '57 Custom Twin-Amp,Fender Collection,2x12 CAB ,,,,,,,,,,,,,,
2x12 AD 30,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Orange AD30,Orange Collection,2x12 CAB,,,,,,,,,,,,,,
2x12 California Tweed,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Mesa/Boogie 2x12 California Tweed,Mesa/Boogie Collection,2x12 CAB,,,,,,,,,,,,,,
2x12 Closed Vintage,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Marshall 1922,Amplitube Collection,2x12 CAB Celestion G12M Greenbacks,,,,,,,,,,,,,,
2x12 Gry British Vint,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Vox AC30,Amplitube Collection,2x12 CAB Celestion Silver Bulldogs,Vox AC30 (CAB) ALT (Tone),,,,,,,,,,,,,
2x12 JP Jazz,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Roland JC-120,Amplitube Collection,2x12 CAB,Roland JC-120 (CAB) ALT (Tone),,,,,,,,,,,,,
2x12 JP Jazz CFH,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Roland JC-120,Dimebag Darrell - CFH,2x12 CAB,Roland JC-120 (CAB) ALT (Tone),,,,,,,,,,,,,
2x12 Open SL,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Fender '68 Twin Reverb,Electric Gypsy Collection,2x12 CAB,Fender '68 Twin Reverb (CAB) ALT (Tone),,,,,,,,,,,,,
2x12 Open T J120,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Fender '68 Twin Reverb,Electric Gypsy Collection,2x12 CAB JBL D120F (Factory Upgrade Option),Fender '68 Twin Reverb (CAB) ALT (Tone),,,,,,,,,,,,,
2x12 Open Vintage,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Vox AC30,Amplitube Collection,2x12 CAB Jensen C12N,Vox AC30 (CAB) ALT (Tone),,,,,,,,,,,,,
2x12 PPC 212,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Orange PPC212,Orange Collection,2x12 CAB,Orange PPC212 ALT(Tone),,,,,,,,,,,,,
2x12 PPC OB,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Orange AD30,Orange Collection,2x12 CAB (Combo),,,,,,,,,,,,,,
2x12 Rectifier Horizontal,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Mesa/Boogie 2x12 Horizontal Rectifier Cabinet,Mesa/Boogie Collection,2x12 CAB,,,,,,,,,,,,,,
2x12 Road King,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Mesa/Boogie Road King ,Mesa/Boogie Collection,2x12 CAB (Combo),,,,,,,,,,,,,,
2x12 TransAtlantic TA-30,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Mesa/Boogie Transatlantic TA-30,Mesa/Boogie Collection,2x12 CAB (Combo),,,,,,,,,,,,,,
2x12 V3M,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Carvin 212V,Carvin Collection,2x12 CAB,,,,,,,,,,,,,,
2x12 Z Wreck,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Dr. Z Z Wreck Cab,Dr. Z Collection,2x12 CAB,,,,,,,,,,,,,,
2x15 Closed B J130,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Fender Bassman 215,Electric Gypsy Collection,2x15 CAB JBL D130F,,,,,,,,,,,,,,
2x15 Closed D J130,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Fender Dual Showman,Electric Gypsy Collection,2x15 CAB,Fender Dual Showman (CAB) ALT (Tone),,,,,,,,,,,,,
3300W,IK Multimedia,"Amp & Cab, Modulation",Amp & Cab,Modeled,Modeled,Amplitube,Leslie 3300w,Leslie Collection,(clean),Leslie 3300w ALT (Tone),,,,,,,,,,,,,
360Bass Preamp,IK Multimedia,Amp & Cab,Amp & Cab,"Bass, Modeled","Bass, Modeled",Amplitube,Acoustic 360,Amplitube Collection,,Acoustic 360 ALT (Tone),,,,,,,,,,,,,
3x10 57 Bandmaster,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Fender 57 Bandmaster,Fender Collection,3x10 CAB,,,,,,,,,,,,,,
4x10 65 Super Reverb,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Fender '65 Super Reverb,Fender Collection,4x10 CAB,Fender '65 Super Reverb (CAB) ALT (Tone),,,,,,,,,,,,,
4x10 NY410,IK Multimedia,Amp & Cab,Amp & Cab,"Bass, Modeled","Bass, Modeled",Amplitube,Gallien-Krueger NEO 410,Amplitube Collection,4x10 CAB,,,,,,,,,,,,,,
4x10 OBC 410,IK Multimedia,Amp & Cab,Amp & Cab,Bass,Bass,Amplitube,Orange OBC410,Orange Collection,4x10 CAB,,,,,,,,,,,,,,
4x10 Open Vintage,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Fender '65 Super Reverb,Amplitube Collection,(1967) 4x10 CAB,Fender '65 Super Reverb (CAB) ALT (Tone),,,,,,,,,,,,,
4x10+tw Bass,IK Multimedia,Amp & Cab,Amp & Cab,"Bass, Modeled","Bass, Modeled",Amplitube,SWR Goliath III,Amplitube Collection,4x10 CAB,,,,,,,,,,,,,,
4x10+tw TE Bass,IK Multimedia,Amp & Cab,Amp & Cab,"Bass, Modeled","Bass, Modeled",Amplitube,Trace Elliot 1048H,Amplitube Collection,4x10 CAB,,,,,,,,,,,,,,
4x12  Vintage M 1,IK Multimedia,Amp & Cab,Amp & Cab,Guitar,Guitar,Amplitube,,Amplitube Metal,,,,,,,,,,,,,,,
4x12 1960AV SL,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Marshall 1960AV,L.A. Rocker Collection,4x12 CAB,Marshall 1960AV ALT (Tone),,,,,,,,,,,,,
4x12 1960BV SL,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Marshall 1960BV,L.A. Rocker Collection,4x12 CAB,,,,,,,,,,,,,,
4x12 Brit 30,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Marshall 1960A,Amplitube Collection,4x12 CAB Celestion Vintage 30,Marshall 1960A ALT (Tone),,,,,,,,,,,,,
4x12 Brit 8000,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Marshall 1960A,Amplitube Collection,4x12 CAB Celestion Classic Lead 80,Marshall 1960A ALT (Tone),,,,,,,,,,,,,
4x12 Brit 9000,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Marshall 1960A,Amplitube Collection,4x12 CAB,Marshall 1960A ALT (Tone),,,,,,,,,,,,,
4x12 Brit Silver,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Marshall 2551A,Amplitube Collection,4x12 CAB,,,,,,,,,,,,,,
4x12 Closed 25 C,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Marshall 1960A Basketweave,Electric Gypsy Collection,4x12 CAB,Marshall 1960A Basketweave ALT (Tone),,,,,,,,,,,,,
4x12 Closed 75 C,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Marshall 1960A,Electric Gypsy Collection,4x12 CAB,Marshall 1960A ALT (Tone),,,,,,,,,,,,,
4x12 Closed J120,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Marshall 1982A,Electric Gypsy Collection,4x12 CAB JBL D120F,Marshall 1982A TOP,,,,,,,,,,,,,
4x12 Closed Modern,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Marshall 1982A,Amplitube Collection,4x12 CAB,Marshall 1982A TOP,,,,,,,,,,,,,
4x12 Closed Vintage,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Marshall 1960A Basketweave,Amplitube Collection,4x12 CAB,Marshall 1960A Basketweave ALT (Tone),,,,,,,,,,,,,
4x12 Darrell 412,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Randall 412JB,Dimebag Darrell - CFH,4x12 CAB,,,,,,,,,,,,,,
4x12 E 412 PRO XXL,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Engl E412XXL,Engl Collection,4x12 CAB,Engl E412XXL ALT (Tone),,,,,,,,,,,,,
4x12 E 412 Standard,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Engl E412VSB,Engl Collection,4x12 CAB,Engl E412VGB ALT (Tone),,,,,,,,,,,,,
4x12 HiAmp,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Hiwatt SE4123F,Amplitube Collection,4x12 CAB,Hiwatt SE4123F TOP,,,,,,,,,,,,,
4x12 Metal F 1,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Fender MH-412SL Metalhead,Amplitube Metal,4x12 CAB,Fender MH-412SL Metalhead TOP,,,,,,,,,,,,,
4x12 Metal T 1,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Mesa/Boogie 4x12 Rectifier Standard Slant Cabinet,Amplitube Metal,4x12 CAB,Mesa/Boogie 4x12 Rectifier Standard Slant ALT (Tone),,,,,,,,,,,,,
4x12 Metal V 1,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Peavey 5150 412MS,Amplitube Metal,4x12 CAB,,,,,,,,,,,,,,
4x12 Modern M 1,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Marshall 1960A,Amplitube Metal,4x12 CAB,Marshall 1960A ALT (Tone),,,,,,,,,,,,,
4x12 PPC 412,IK Multimedia,Amp & Cab,Amp & Cab,Guitar,Guitar,Amplitube,Orange PPC412,Orange Collection,4x12 CAB,Orange PPC412 ALT(Tone),,,,,,,,,,,,,
4x12 Recto Traditional Slant,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Mesa/Boogie 4x12 Rectifier Traditional Slant Cabinet,Mesa/Boogie Collection,4x12 CAB,,,,,,,,,,,,,,
4x12 Red Pig,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Marshall 1982A,Amplitube Collection,4x12 CAB Celestion G25H-T75,Marshall 1982A TOP,,,,,,,,,,,,,
4x12 Road King Black,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Mesa/Boogie Road King 4x12 Slant Cabinet,Mesa/Boogie Collection,4x12 CAB Celestion Vintage 30s,Mesa/Boogie Road King 4x12 Slant TOP,,,,,,,,,,,,,
4x12 Road King Vintage,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Mesa/Boogie Road King 4x12 Slant Cabinet,Mesa/Boogie Collection,4x12 CAB Electro-Voice EVM12L,Mesa/Boogie Road King 4x12 Slant TOP,,,,,,,,,,,,,
4x12 Satch 60,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Marshall 1960B,Joe Satriani Collection,4x12 CAB,Marshall 1960B ALT (Tone),,,,,,,,,,,,,
4x12 Satch Green,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Marshall 1960AX,Joe Satriani Collection,4x12 CAB,Marshall 1960AX TOP,,,,,,,,,,,,,
53 Bassman,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Fender '53 Bassman,Fender Collection,(crunch),Fender '53 Bassman ALT (Tone),,,,,,,,,,,,,
57 Bandmaster,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Fender '57 Bandmaster,Fender Collection,(crunch),Fender '57 Bandmaster ALT (Tone),,,,,,,,,,,,,
57 Champ,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Fender '57 Champ,Fender Collection,(clean) 1x8,Fender '57 Champ ALT (Tone),,,,,,,,,,,,,
57 Custom Champ,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Fender '57 Custom Champ,Fender Collection,(crunch),,,,,,,,,,,,,,
57 Custom Deluxe,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Fender '57 Custom Deluxe,Fender Collection,(crunch),Fender '57 Custom Deluxe ALT (Tone),,,,,,,,,,,,,
57 Custom Pro-Amp,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Fender '57 Custom Pro-Amp,Fender Collection,(crunch),,,,,,,,,,,,,,
57 Custom Twin-Amp,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Fender '57 Custom Twin-Amp,Fender Collection,(clean),Fender '57 Custom Twin-Amp ALT (Tone),,,,,,,,,,,,,
57 Deluxe,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Fender '57 Deluxe,Fender Collection,(crunch) 1x12,Fender '57 Deluxe TOP,,,,,,,,,,,,,
59 Bassman LTD,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Fender '59 Bassman LTD,Fender Collection,(crunch) 4x10,Fender '59 Bassman LTD ALT (Tone),,,,,,,,,,,,,
6 Band EQ,IK Multimedia,EQ,EQ,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Amplitube,MXR Six Band EQ,Dimebag Darrell - CFH,,MXR Six Band EQ ALT (Tone),,,,,,,,,,,,,
63 Reverb,IK Multimedia,Reverb & Room,Reverb & Room,Modeled,Modeled,Amplitube,Fender '63 Tube Reverb,Fender Collection,,,,,,,,,,,,,,,
64 Vibroverb Custom,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Amplitube,Fender '64 Custom Vibroverb,Fender Collection,(clean) 1x15,,,,,,,,,,,,,,
